Code_base;Base;Ref publi;Code_publi;Exp;Trait;N°Refexp;N°trait_publi;Exp_fact;Description_trait;Nom_trait;Espece;Code_espece;MSI;pH;C2/C3;C2;C3;R_NDF;C_MOdeg;NDFF;%conc
3;Nature/proportion;Aldrich1993A;43;1;1;431;4311;4311;high rumen available NSC - high rumen available protein;High RANSC - high RAP;Dairy_cow;1;25,1;6,29;2,7;61,3;22,9;325;341;255;51
3;Nature/proportion;Aldrich1993A;43;1;2;431;4312;4312;high rumen available NSC - low rumen available protein;high RANSC - low RAP;Dairy_cow;1;24,9;6,4;3,2;63,8;20,2;325;305;280;47
3;Nature/proportion;Aldrich1993A;43;1;3;431;4313;4311;low rumen available NSC - high rumen available protein;low RANSC - high RAP;Dairy_cow;1;26,9;6,26;3,2;63,1;20;329;328;209;60
3;Nature/proportion;Aldrich1993A;43;1;4;431;4314;4312;low rumen available NSC - low rumen available protein;low RANSC - low RAP;Dairy_cow;1;25,1;6,37;3,6;65,4;18,2;328;291;236;55
3;Nature/proportion;Brake1989;47;1;1;471;4711;4711;bermudagrass;BG;Beef_cow;2;4,9;6,77;;;;786;0;786;0
3;Nature/proportion;Brake1989;47;1;2;471;4712;4711;bermudagarass-barley;BG:B;Beef_cow;2;10,3;6,62;;;;484;387;369;53
3;Nature/proportion;Brake1989;47;1;3;471;4713;4711;bermudagrass-corn;BG:C;Beef_cow;2;11,9;6,67;;;;453;276;393;50
3;Nature/proportion;Brake1989;47;1;4;471;4714;4712;orchardgrass;OG;Beef_cow;2;4,9;6,75;;;;791;0;791;0
3;Nature/proportion;Brake1989;47;1;5;471;4715;4712;orchadgrass-barley;OG:B;Beef_cow;2;10,3;6,57;;;;486;387;372;53
3;Nature/proportion;Brake1989;47;1;6;471;4716;4712;orchardgrass-corn;OG:C;Beef_cow;2;11,9;6,59;;;;456;276;396;50
3;Nature/proportion;CAMERON1991A;48;1;1;481;4811;4811;control;contrôle;Dairy_cow;1;23,1;5,94;3,2;65,2;20,6;298;226;251;45
3;Nature/proportion;CAMERON1991A;48;1;2;481;4812;4812;control + urea;urea;Dairy_cow;1;23;5,96;3;64;21,2;297;222;251;45
3;Nature/proportion;CAMERON1991A;48;1;3;481;4813;4811;control + starch;starch;Dairy_cow;1;21,6;5,9;3;63,1;20,9;239;327;195;58
3;Nature/proportion;CAMERON1991A;48;1;4;481;4814;4812;control + urea + starch;starch_urea;Dairy_cow;1;21;5,74;2,2;59,8;27;238;323;195;58
3;Nature/proportion;FENG1993;49;1;1;491;4911;4911;39% nonstructural carbohydrate - rapidly degraded fiber;39% NSC  LF;Dairy_cow;1;15,6;5,75;2;52,1;26,4;328;605;0;100
3;Nature/proportion;FENG1993;49;1;2;491;4912;4911;39% nonstructural carbohydrates - slowly degraded fiber;39% NSC  HF;Dairy_cow;1;16,5;5,88;3,1;65,8;21,3;336;544;60;84
3;Nature/proportion;FENG1993;49;1;3;491;4913;4911;29% nonstructural carbohydrates - rapidly degraded fiber;29% NSC  LF;Dairy_cow;1;16,4;5,73;2,4;59,4;25;345;412;109;72
3;Nature/proportion;FENG1993;49;1;4;491;4914;4911;29% nonstructural carbohydrates - slowly degraded fiber;29% NSC  HF;Dairy_cow;1;17,4;6,07;2,9;62,5;21,9;315;289;239;45
3;Nature/proportion;Galloway1993;52;1;1;521;5211;5211;bermudagrass sans supplément;control;Steer ;2;6;6,34;4,1;71,4;17,4;749;0;749;0
3;Nature/proportion;Galloway1993;52;1;2;521;5212;5211;bermudagrass + ground corn;ground corn;Steer;2;8,8;6,02;3,9;68,8;17,6;555;171;518;31
3;Nature/proportion;Galloway1993;52;1;3;521;5213;5211;whole corn + bermudagrass;whole corn;Steer;2;8,8;6,07;3,7;67,4;18,4;555;149;518;31
3;Nature/proportion;Galloway1993;52;1;4;521;5214;5211;bermudagrass + sorghum grain;sorghum grain;Steer;2;9,6;6,15;4;69,5;17,5;537;183;504;33
3;Nature/proportion;Galloway1993;52;1;5;521;5215;5211;bermudagrass + blé;wheat;Steer;2;8,4;5,98;3,9;67,5;17,2;562;243;518;31
3;Nature/proportion;Galloway1993A;53;2;1;532;5321;5321;Bermudagrass sans supplément;B-cont;;0;7,2;6,64;3,4;69,5;20,5;757;0;757;0
3;Nature/proportion;Galloway1993A;53;2;2;532;5322;5321;bermudagrass + corn;B-C;;0;7,4;6,55;3,6;68,8;19,1;628;112;603;20
3;Nature/proportion;Galloway1993A;53;2;3;532;5323;5321;bermudagrass + soybean hulls;H;;0;7,8;6,54;3,3;68,6;20,6;724;107;559;26
3;Nature/proportion;Galloway1993A;53;2;4;532;5324;5321;Bermudagrass + corn + soybean hulls;CH;;0;6,8;6,49;3,5;68,2;19,3;678;108;582;23
3;Nature/proportion;Galloway1993A;53;2;5;532;5325;5322;orchardgrass;O-cont;;0;7,2;6,56;3,5;69;19,7;617;0;617;0
3;Nature/proportion;Galloway1993A;53;2;6;532;5326;5322;orchardgrass + corn;O-C;;0;7,5;6,58;3,7;68,4;18,4;516;112;492;20
3;Nature/proportion;Galloway1993A;53;2;7;532;5327;5322;orchardgrass + soybean hulls;O-H;;0;7,8;6,62;3,9;70,1;18,1;621;107;455;26
3;Nature/proportion;Galloway1993A;53;2;8;532;5328;5322;orchardgrass + corn + soybean hulls;O-CH;;0;6,9;6,59;3,4;67,5;19,9;570;108;474;23
3;Nature/proportion;Sarwar1991;55;1;1;551;5511;5511;control - 85 % of NDF from forage;C85;Dairy_heifer;2;9,6;6,15;3,1;63,1;20,4;330;268;270;50
3;Nature/proportion;Sarwar1991;55;1;2;551;5512;5511;corn gluten feed - 45% of NDF from forage;CGF45;Dairy_heifer;2;9,5;5,97;2,8;60,6;21,4;306;401;143;73
3;Nature/proportion;Sarwar1991;55;1;3;551;5513;5511;corn gluten feed - 65% of NDF from forage;CGF 65;Dairy_heifer;2;9,7;6,16;3,5;65;18,5;318;334;207;61
3;Nature/proportion;Sarwar1991;55;1;4;551;5514;5511;Soybean hulls - 45 % of NDF from forage;SH45;Dairy_heifer;2;9,5;5,89;3,3;64,2;19,4;327;370;143;73
3;Nature/proportion;Sarwar1991;55;1;5;551;5515;5511;soybean hulls - 65 % of NDF from forage;SH65;Dairy_heifer;2;9,7;6,07;3,3;63,9;19,6;328;320;207;61
3;Nature/proportion;Grigsby1993;88;1;1;881;8811;8811;bromegrass hay without supplement;H;Steer;2;11,4;6,5;4;70,4;17,7;678;38;678;7
3;Nature/proportion;Grigsby1993;88;1;2;881;8812;8811;bromegrass hay + soybean hulls;SBH;Steer;2;11,4;6,3;4,1;70,2;17,3;686;183;416;43
3;Nature/proportion;Grigsby1993;88;1;3;881;8813;8811;bromegrass hay + soybean hulls (0,42%BW)+ ground corn (0,21 % BW);SBH/GC;Steer;2;11,4;6,3;4;69,2;17,3;611;201;416;43
3;Nature/proportion;Grigsby1993;88;1;4;881;8814;8811;bromegrass hay + sohbean hulls (0,21%BW) + ground corn (0,42 % BW);GC/SBH;Steer;2;11,4;6,2;3,9;67,5;17,3;536;219;416;43
3;Nature/proportion;Grigsby1993;88;1;5;881;8815;8811;bromegrass hay + ground corn;GC;Steer;2;11,4;6,2;4;67,1;16,9;462;236;417;43
3;Nature/proportion;Hall1990;117;1;1;1171;11711;11711;no supplement;C;Beef_cow;2;4,5;6,79;;;;735;0;735;0
3;Nature/proportion;Hall1990;117;1;2;1171;11712;11711;supplement maïs broyé;MZ;Beef_cow;2;6,7;6,7;;;;529;180;490;33
3;Nature/proportion;Hall1990;117;1;3;1171;11713;11712;supplement poured fat;PF;Beef_cow;2;4,7;6,88;;;;690;0;690;6
3;Nature/proportion;Hall1990;117;1;4;1171;11714;11712;supplement maize plus poured fat;MZ-PF;Beef_cow;2;6,9;6,77;;;;511;174;473;36
3;Nature/proportion;Forster1994;118;3;1;1183;11831;11831;contrôle;control;Beef_cow;2;8,3;6,69;;;;599;0;599;0
3;Nature/proportion;Forster1994;118;3;2;1183;11832;11831;full fat rice bran;FR;Beef_cow;2;8;6,54;;;;498;162;437;27
3;Nature/proportion;Forster1994;118;3;3;1183;11833;11831;corn;C;Beef_cow;2;7,9;6,66;;;;469;149;437;27
3;Nature/proportion;Forster1994;118;3;4;1183;11834;11831;wheat middlings;W;Beef_cow;2;8,2;6,63;;;;533;164;437;27
3;Nature/proportion;Forster1994;118;3;5;1183;11835;11831;low-defatted rice bran;L-DR;Beef_cow;2;8,1;6,67;;;;509;155;437;27
3;Nature/proportion;Forster1994;118;3;6;1183;11836;11831;high-deffated rice bran;H-DR;Beef_cow;2;8,5;6,62;;;;509;155;437;27
3;Nature/proportion;Cecava1990;129;1;1;1291;12911;12911;80 % forage - (effet proportion four, croisé avec 2 fréquences d'alim);HF;Steer;2;8,2;6,28;3,9;66,4;17,2;417;119;400;20
3;Nature/proportion;Cecava1990;129;1;2;1291;12912;12911;35% forage - (effet proportion four, Croisé avec 2 fréquences d'alim);LF;Steer;2;8,3;6,27;3,7;66,1;18;235;375;166;65
3;Nature/proportion;Oba2003;172;1;1;1721;17211;17211;43 % silage - 32 % high moisture corn;HS-HM;Dairy_cow;1;20,8;6,12;2,4;58,1;24,7;247;364;167;57
3;Nature/proportion;Oba2003;172;1;2;1721;17212;17211;43 % silage - 32 % dry ground corn;HS-DG;Dairy_cow;1;22,5;6,13;2,3;57,8;25,6;247;306;168;57
3;Nature/proportion;Oba2003;172;1;3;1721;17213;17211;66 % silage - 11 % high moisture corn;LS-HM;Dairy_cow;1;19,7;6,25;2,8;61,5;21,6;306;199;256;34
3;Nature/proportion;Oba2003;172;1;4;1721;17214;17211;66% silage - 11 % dry ground corn;LS-DG;Dairy_cow;1;19,6;6,32;2,9;62,4;21,2;307;179;257;34
3;Nature/proportion;Wickersham2004;183;2;1;1832;18321;18321;45 % forage - 32 % corn grain;control;Dairy_cow;1;16,4;6,22;3,4;66,1;19,5;254;270;166;55
3;Nature/proportion;Wickersham2004;183;2;2;1832;18322;18321;30 % forage - 27 % corn grain - 20 % wet corn gluten feed;WCGF;Dairy_cow;1;18;6,2;2,8;63,4;22,9;274;354;111;70
3;Nature/proportion;Wickersham2004;183;2;3;1832;18323;18321;30 % forage - 30 % corn grain - 20 % pellet containing 75 % raw soyhulls and 25 ;SHSL;Dairy_cow;1;17,2;6,22;2,8;64,1;22,6;296;333;111;70
3;Nature/proportion;Schwab2006;216;1;1;2161;21611;21611;35% forage - 30 % non-forage carbohydrate;35-30;Dairy_cow;1;21,3;6;3,1;63,9;20,6;471;295;169;65
3;Nature/proportion;Schwab2006;216;1;2;2161;21612;21611;35% forage - 40 % no forage carbohydrate;35-40;Dairy_cow;1;22,2;6;2,7;61,3;22,9;366;328;169;65
3;Nature/proportion;Schwab2006;216;1;3;2161;21613;21611;60 % forage - 30 % non forage carbohydrate;60-30;Dairy_cow;1;18,1;6,3;3,6;66,7;18,7;457;176;290;40
3;Nature/proportion;Schwab2006;216;1;4;2161;21614;21611;60% forage - 40% non forage carbohydrate;60-40;Dairy_cow;1;19,8;6,4;3,2;64,1;19,9;354;206;290;40
3;Nature/proportion;Allen2000;217;1;1;2171;21711;21711;40 % alfalfa silage - 46 % ground corn;LF;Dairy_cow;1;24,2;5,95;2,2;57,2;25,9;245;315;174;60
3;Nature/proportion;Allen2000;217;1;2;2171;21712;21711;66 % alfalfa silage - 34 % ground corn;HF;Dairy_cow;1;22,4;6,36;2,2;56;25,4;322;172;285;34
3;Nature/proportion;Allen2000;217;1;3;2171;21713;21711;40 % alfalfa silage - 29 % ground corn - 24 % corn gluten feed;WCGF;Dairy_cow;1;25,1;6;2,2;57;25,6;307;316;172;60
3;Nature/proportion;Allen2000;217;1;4;2171;21714;21711;20 % alfalfa silage - 19 % alfalfa hay - 27 % ground corn - 24 % corn gluten fee;WCGFH;Dairy_cow;1;26,1;6,14;2,2;56,9;25,7;311;323;175;61
3;Nature/proportion;Reynolds1993;320;1;1;3201;32011;32011;control : soybean meal + wheat straw;C;Steer;2;6,2;6,42;4;71,1;17,8;720;71;709;11
3;Nature/proportion;Reynolds1993;320;1;2;3201;32012;32011;control + barley without buffer;Barley_moins_BR;Steer;2;8,2;6,45;4,1;67,5;16,6;576;264;505;37
3;Nature/proportion;Reynolds1993;320;1;3;3201;32013;32012;control + barley + buffer;barley_plus_RB;Steer;2;9;6,47;4,5;69;15,4;565;264;495;38
3;Nature/proportion;Reynolds1993;320;1;4;3201;32014;32011;control + corn without buffer;corn_moins_RB;Steer;2;8,5;6,3;3,9;67,4;17,4;541;216;498;38
3;Nature/proportion;Reynolds1993;320;1;5;3201;32015;32012;control + corn + buffer;corn_plus_RB;Steer;2;9,1;6,45;3,7;66,6;17,9;531;216;488;39
3;Nature/proportion;Pereira2000;342;2;1;3422;34221;34221;32 % forage - 20 % NDF;NC;Dairy_cow;1;21,9;6,02;1,7;51;29,4;202;371;130;68
3;Nature/proportion;Pereira2000;342;2;2;3422;34222;34221;32,3 % forage - 28 % NDF;LFMN;Dairy_cow;1;24,1;6,07;1,9;53,1;27,9;272;352;130;68
3;Nature/proportion;Pereira2000;342;2;3;3422;34223;34221;32 % forage - 36 % NDF;LFHN;Dairy_cow;1;24,1;6,06;1,9;53,4;28,4;343;334;131;68
3;Nature/proportion;Pereira2000;342;2;4;3422;34224;34221;51 % forage - 25 % NDF;PC;Dairy_cow;1;23,8;6,19;2,5;58,2;23;253;248;207;49
3;Nature/proportion;Younker1998;346;1;1;3461;34611;34611;50 % forage diet;HFC;Dairy_cow;1;18,3;5,89;2,8;62,3;22,2;324;316;238;50
3;Nature/proportion;Younker1998;346;1;2;3461;34612;34611;36 % forage diet;LFC;Dairy_cow;1;19,6;5,69;2,1;57,4;27,6;284;417;170;64
3;Nature/proportion;Younker1998;346;1;3;3461;34613;34611;36% forage - replacement of forage by 14 % brewers grains;BGF;Dairy_cow;1;19,2;5,8;2,2;58,4;26;332;379;170;64
3;Nature/proportion;Younker1998;346;1;4;3461;34614;34611;50 % forage diet - replacement of concentrate by 12 % brewers grains;bgc;Dairy_cow;1;16,6;5,95;2,8;62,6;22,3;372;278;238;50
3;Nature/proportion;Younker1998;346;1;5;3461;34615;34611;36 % forage diet - replacement of forage and concentrate by 24 % brewers grains;BGB;Dairy_cow;1;17,9;5,89;2,7;61,4;23,1;379;337;170;64
3;Nature/proportion;Zhu1997;355;1;1;3551;35511;35511;21 % alfalfa haylage - 25 % corn silage - 31 % ground corn;control;Dairy_cow;1;20,7;6,1;3;66;22,1;283;286;216;54
3;Nature/proportion;Zhu1997;355;1;2;3551;35512;35511;14 % alfalfa haylage - 26 % corn silage - 20 % ground corn - 22 % wheat middling;WM;Dairy_cow;1;19;5,9;3;65,6;22,2;303;321;184;60
3;Nature/proportion;Zhu1997;355;1;3;3551;35513;35511;5 % alfalfa haylage - 35% corn silage - 15 % ground corn - 33 % corn gluten feed;CGF;Dairy_cow;1;20,3;6,1;3;66,3;22,2;332;311;179;60
3;Nature/proportion;Zhu1997;355;1;4;3551;35514;35511;21% alfalfa haylage - 21 % corn silage - 17 % dried distiillers grains - 12 % ho;c;Dairy_cow;1;20,3;6;2,9;64,6;22,6;331;331;188;60
3;Nature/proportion;PETIT1995;358;1;1;3581;35811;35811;silage alone;SIL;Dairy_cow;1;18,8;6,29;3,8;71,1;18,9;542;0;542;0
3;Nature/proportion;PETIT1995;358;1;2;3581;35812;35811;silage + soybean meal + corn;SBCO;Dairy_cow;1;20,8;6,21;4,1;71,8;17,4;457;112;434;20
3;Nature/proportion;PETIT1995;358;1;3;3581;35813;35811;silage + soybean meal + oat + barley;SBOB;Dairy_cow;1;20,3;6,28;3,8;70,6;18,6;485;146;423;22
3;Nature/proportion;PETIT1995;358;1;4;3581;35814;35811;silage + soybean meal + beet pulp;SBBP;Dairy_cow;1;20,4;6,15;4;71,2;17,8;513;122;423;22
3;Nature/proportion;SARWAR1992;362;1;1;3621;36211;36211;control;C;Dairy_cow;1;19,4;5,9;2,4;57;23,5;299;307;233;57
3;Nature/proportion;SARWAR1992;362;1;2;3621;36212;36211;70% NDF from forage;NDF70;Dairy_cow;1;19,8;5,94;2,4;57,1;23,8;296;336;198;63
3;Nature/proportion;SARWAR1992;362;1;3;3621;36213;36211;60% NDF from forage;NDF60;Dairy_cow;1;19,4;5,77;2,2;56,3;25,2;295;361;168;69
3;Nature/proportion;SARWAR1992;362;1;4;3621;36214;36211;35% nonstructural carbohydrates;NSC35;Dairy_cow;1;19,9;5,94;2,8;60,4;21,2;394;280;233;57
3;Nature/proportion;SARWAR1992;362;1;5;3621;36215;36211;25% nonstructural carbohydrates;NSC25;Dairy_cow;1;20,4;6,01;2,8;61,4;22,2;472;252;233;57
3;Nature/proportion;BEAUCHEMIN1991A;364;1;1;3641;36411;36411;35% forage - 65% control concentrate;LF_CC;Dairy_cow;1;20,6;5,53;1,5;51,1;35;272;437;148;65
3;Nature/proportion;BEAUCHEMIN1991A;364;1;2;3641;36412;36411;35%forage - 65% concentrate with suncured alfalfa;LF_SA;Dairy_cow;1;21,2;5,57;1,6;53,7;33,2;302;366;199;55
3;Nature/proportion;BEAUCHEMIN1991A;364;1;3;3641;36413;36411;35% forage - 65% concentrate with beet pulp;LF_BP;Dairy_cow;1;21;5,58;1,8;56,1;31,1;296;420;148;65
3;Nature/proportion;BEAUCHEMIN1991A;364;1;4;3641;36414;36411;35% forage-65%concentrate with oat hulls;LF_OH;Dairy_cow;1;21,1;5,76;1,9;56,3;30,4;300;426;148;65
3;Nature/proportion;BEAUCHEMIN1991A;364;1;5;3641;36415;36411;45%forage - 55% control concentrate;HF_CC;Dairy_cow;1;21,1;5,74;2,1;57;27,3;296;369;191;55
3;Nature/proportion;Patil1995;389;1;1;3891;38911;38911;prairie hay at 1,7 % BW;control;Beef_steer;2;9,9;6,71;3,9;71,7;18,6;672;60;663;10
3;Nature/proportion;Patil1995;389;1;2;3891;38912;38911;prairie hay at 1,4 % BW +  corn at 0,3 % BW;C;Beef_steer;2;9,8;6,72;3,8;69,4;18,3;572;150;543;26
3;Nature/proportion;Patil1995;389;1;3;3891;38913;38911;prairie hay at 1,4 % BW +  corn at 0,15 % BW +  wheat at 0,15 % BW;CW;Beef_steer;2;9,8;6,65;3,8;68,7;18,1;575;168;544;26
3;Nature/proportion;Stensig1998;416;1;1;4161;41611;41611;20% wheat starch;Starch20;Dairy_cow;1;15,5;6,31;2,7;60,1;22,3;282;264;262;38
3;Nature/proportion;Stensig1998;416;1;2;4161;41612;41611;30 % wheat starch;Starch30;Dairy_cow;1;15,9;6,2;2,1;55,9;26,6;237;355;220;48
3;Nature/proportion;Stensig1998;416;1;3;4161;41613;41611;20 % sucrose;sucrose20;Dairy_cow;1;15,3;6,43;2,5;57,4;22,9;282;281;262;38
3;Nature/proportion;Stensig1998;416;1;4;4161;41614;41611;30 % sucrose;sucrose30;Dairy_cow;1;16,9;6,19;2,2;53,9;24,5;237;382;220;48
3;Nature/proportion;CUNNINGHAM1993;437;1;1;4371;43711;43711;control;control;Dairy_cow;1;24,1;6,02;2,4;59,6;24,9;330;309;252;50
3;Nature/proportion;CUNNINGHAM1993;437;1;2;4371;43712;43711;Soybean hulls replaced 23% of forage;SHFLow;Dairy_cow;1;23,5;6,08;2,6;60,6;23,4;350;354;196;61
3;Nature/proportion;CUNNINGHAM1993;437;1;3;4371;43713;43711;Soybean hulls replaced 45% of forag;SHFhigh;Dairy_cow;1;22,3;5,87;2,3;60,2;26,5;371;398;142;72
3;Nature/proportion;CUNNINGHAM1993;437;1;4;4371;43714;43711;Soybean hulls replaced 27% of concentrate;SHClow;Dairy_cow;1;22,7;5,96;2,8;62,7;22,7;393;271;252;50
3;Nature/proportion;CUNNINGHAM1993;437;1;5;4371;43715;43711;Soybean hulls replaced 50% of concentrate;ShChigh;Dairy_cow;1;23,2;5,99;3,1;64,8;21,2;440;243;252;50
3;Nature/proportion;Farmer2001;463;2;1;4632;46321;46321;hay without supplement;no supp;Steer;2;4,5;6,74;5;77,1;15,5;764;0;764;0
3;Nature/proportion;Farmer2001;463;2;2;4632;46322;46321;hay + 100 % wheat bran;100 %WB;Steer;2;8,8;6,56;4,8;74,2;15,6;665;105;613;20
3;Nature/proportion;Farmer2001;463;2;3;4632;46323;46321;hay + 67 % wheat bran + 33 % second clear;67 %WB-33 %SC;Steer;2;9,7;6,62;4,7;74,1;15,7;663;102;625;18
3;Nature/proportion;Farmer2001;463;2;4;4632;46324;46321;hay + 33 % wheat bran + 67 % second clear;33 % WB - 67 % SC;Steer;2;9,5;6,54;5;74,6;14,9;648;112;620;19
3;Nature/proportion;Devisser1991;487;1;1;4871;48711;48711;concentrate : died beet pulp;DP;Dairy_cow;1;20;6,03;3,3;63,3;19,2;454;324;213;60
3;Nature/proportion;Devisser1991;487;1;2;4871;48712;48711;concentrate : pressed beet pulp;PP;Dairy_cow;1;20;6;3,3;63,3;19,3;460;328;213;60
3;Nature/proportion;Devisser1991;487;1;3;4871;48713;48711;replacement of concentrate by maize silage;M;Dairy_cow;1;20;6,11;3,1;61,6;19,6;461;199;326;37
3;Nature/proportion;Harvatine2002;496;1;1;4961;49611;49611;forage control with ground corn;FCG;Dairy_cow;1;17,8;6,28;3,9;67,7;17,5;291;254;215;47
3;Nature/proportion;Harvatine2002;496;1;2;4961;49612;49611;low cottonseed with ground corn;LG;Dairy_cow;1;19,8;6,13;3,6;66,4;18,7;290;287;181;55
3;Nature/proportion;Harvatine2002;496;1;3;4961;49613;49611;medium cottonseed with ground corn;MG;Dairy_cow;1;20,5;6,12;3,1;65;20,7;289;311;154;62
3;Nature/proportion;Harvatine2002;496;1;4;4961;49614;49611;high cottonseed with ground corn;HG;Dairy_cow;1;20,3;5,93;2,9;63,9;21,9;288;341;123;69
3;Nature/proportion;Harvatine2002;496;1;5;4961;49615;49611;low cottonseed with steam-flaked;LSF;Dairy_cow;1;19,2;6,07;3;63,8;21,6;290;344;181;55
3;Nature/proportion;Harvatine2002;496;1;6;4961;49616;49611;medium cottonseed with steam-flaked corn;MSF;Dairy_cow;1;18,8;6,02;2,7;61,9;23,3;289;373;154;62
3;Nature/proportion;Kendall2009;657;1;1;6571;65711;65711;52% fourrage - paille non traitée (faible dNDF);28%NDF-LD;Dairy_cow;1;22,8;6,5;3;56,6;18,8;288;215;245;42
3;Nature/proportion;Kendall2009;657;1;2;6571;65712;65712;52% fourrage - paille  traitée (dNDF élevée);28%NDF-HD;Dairy_cow;1;23,4;6,46;2,9;56,7;19,4;286;215;242;42
3;Nature/proportion;Kendall2009;657;1;3;6571;65713;65711;62% fourrage - paille  traitée (dNDF élevée);32%NDF-LD;Dairy_cow;1;21,7;6,54;3,1;57,4;18,4;333;192;294;38
3;Nature/proportion;Kendall2009;657;1;4;6571;65714;65712;62% fourrage - paille  traitée (dNDF élevée);32%NDF-HD;Dairy_cow;1;22,3;6,52;3,1;56,8;18,2;327;192;289;38
3;Nature/proportion;Biricik2007;673;1;1;6731;67311;67311;Control;Control;Dairy_cow;1;17,9;6,02;2,7;63,4;23,4;376;274;315;50
3;Nature/proportion;Biricik2007;673;1;2;6731;67312;67311;10%corn gluten feed;10%corn gluten feed;Dairy_cow;1;17,5;5,99;2,4;60,4;25,5;358;329;259;60
3;Nature/proportion;Biricik2007;673;1;3;6731;67313;67311;18%corn gluten feed;18%corn gluten feed;Dairy_cow;1;17;5,95;2,3;59,5;25,7;344;372;215;68
3;Nature/proportion;Biricik2007;673;1;4;6731;67314;67311;25%corn gluten feed;25%corn gluten feed;Dairy_cow;1;17,3;5,91;2,2;59,3;27,5;331;409;175;75
3;Nature/proportion;Owens2008;686;1;1;6861;68611;68611;Grass silage ;G;Steer;2;6;6,83;3,5;68,6;19,6;595;0;595;0
3;Nature/proportion;Owens2008;686;1;2;6861;68612;68611;Grass silage + 3 kg concentrate;GC;Steer;2;8;6,64;3,7;67,5;18,4;480;192;428;28
3;Nature/proportion;Owens2008;686;1;3;6861;68613;68611;Grass silage + sucrose;GS;Steer;2;6,3;6,72;3,5;68,2;19,4;541;90;541;9
3;Nature/proportion;Owens2008;686;1;4;6861;68614;68611;Grass silage + 3 kg concentrate + sucrose;GCS;Steer;2;7,9;6,65;3,7;67,4;18,4;439;262;386;35
3;Nature/proportion;Feng1995;735;1;1;7351;73511;73511;25 % corn;Corn;Steer;2;14,3;5,88;4,1;66,2;16,2;527;170;489;30
3;Nature/proportion;Feng1995;735;1;2;7351;73512;73511;25% russel barley;Russel_low;Steer;2;14,3;5,86;4,1;66,3;16;551;214;489;30
3;Nature/proportion;Feng1995;735;1;3;7351;73513;73511;30% Russel barley;Russel_high;Steer;2;14,9;6;4,2;66;15,9;524;254;451;35
